"filename", "language", "Markdown", "Shell Script", "Log", "YAML", "JSON", "Ignore", "Go", "PowerShell", "Go Checksum File", "Makefile", "Docker", "C", "Go Module File", "JavaScript", "PostCSS", "HTML", "Properties", "Python", "JSON with Comments", "pip requirements", "C++", "Go Template File", "Go Assembly", "TOML", "Ini", "Ruby", "XML", "TypeScript", "SCSS", "comment", "blank", "total"
"/home/wushuang/MicroSegX/k8s-node-surface/k8s_port_audit/settings/config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 255
"/home/wushuang/MicroSegX/k8s-node-surface/main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/k8s-port-audit-local.yaml", "YAML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 183
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/k8s-port-audit-stack-local.yaml", "YAML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 183
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/k8s-port-audit-ziti-admin-secret.example.yaml", "YAML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/k8s-port-audit.yaml", "YAML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 183
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/openziti-stack-installer-local.yaml", "YAML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/openziti/namespace.yaml", "YAML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/openziti/ziti-controller-db-pvc.yaml", "YAML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/openziti/ziti-controller-values.yaml", "YAML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/openziti/ziti-router-values.yaml", "YAML", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"/home/wushuang/MicroSegX/k8s-node-surface/manifests/port-audit-lab-nodeport.yaml", "YAML", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"/home/wushuang/MicroSegX/k8s-node-surface/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/wushuang/MicroSegX/k8s-node-surface/scripts/apply-port-audit-containerd.sh", "Shell Script", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 49
"/home/wushuang/MicroSegX/k8s-node-surface/scripts/build-containerd-bundle.sh", "Shell Script", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25, 115
